fact_id_tarea,fact_id_empleado,fact_id_cliente,fact_id_servicio,fact_fecha_inicio,fact_fecha_fin,fact_fecha_entrega,fact_horas_dedicadas,fact_estado,fact_prioridad
19281,2,219,6,2024-03-31,2024-04-01,2024-04-01,5.17,completado,alta
19282,6,241,2,2025-01-17,2025-01-20,2025-01-20,9.46,"en progreso",media
19283,10,12,4,2025-05-02,2025-05-04,2025-05-04,8.14,completado,media
19284,8,274,2,2024-08-21,2024-08-22,2024-08-22,4.14,completado,baja
19285,6,474,5,2024-12-24,2024-12-24,2024-12-26,0.76,retrasado,alta
19286,2,52,2,2025-07-09,2025-07-11,2025-07-15,6.02,retrasado,baja
19287,11,470,5,2024-01-25,2024-01-26,2024-01-26,2.42,completado,media
19288,5,455,3,2024-05-27,2024-05-28,2024-05-28,2.36,"en progreso",media
19289,11,166,4,2024-12-01,2024-12-02,2024-12-02,6.31,completado,alta
19290,10,200,3,2024-11-19,2024-11-19,2024-11-19,1.46,completado,baja
19291,6,472,5,2024-09-11,2024-09-13,2024-09-13,5.8,completado,baja
19292,4,247,4,2025-04-14,2025-04-15,2025-04-15,5.6,completado,alta
19293,4,416,4,2024-12-27,2024-12-29,2024-12-29,6.43,"en progreso",baja
19294,8,312,6,2025-10-29,2025-10-29,2025-10-29,1.78,retrasado,media
19295,6,87,4,2024-10-28,2024-10-28,2024-10-28,0.46,"en progreso",media
19296,8,128,5,2024-06-10,2024-06-11,2024-06-11,4.59,completado,alta
19297,4,435,5,2024-09-04,2024-09-04,2024-09-04,1.13,completado,baja
19298,10,201,1,2024-10-03,2024-10-04,2024-10-04,5.75,completado,alta
19299,7,50,3,2024-09-10,2024-09-11,2024-09-11,5.45,completado,media
19300,4,367,6,2024-03-11,2024-03-11,2024-03-11,1.99,completado,baja
19301,1,260,2,2025-08-24,2025-08-25,2025-08-25,6.35,completado,media
19302,8,404,2,2025-05-20,2025-05-21,2025-05-21,5.63,completado,baja
19303,8,240,2,2024-03-13,2024-03-15,2024-03-15,7.83,completado,baja
19304,4,273,6,2025-08-15,2025-08-15,2025-08-19,1.97,retrasado,alta
19305,7,31,3,2024-04-13,2024-04-14,2024-04-14,3.84,completado,media
19306,1,366,6,2024-12-20,2024-12-21,2024-12-21,2.81,"en progreso",media
19307,8,160,2,2025-05-17,2025-05-17,2025-05-17,1.3,completado,baja
19308,11,457,3,2024-05-12,2024-05-12,2024-05-12,1.91,completado,media
19309,7,82,1,2024-02-21,2024-02-22,2024-02-22,4.33,retrasado,baja
19310,11,55,5,2024-05-06,2024-05-08,2024-05-08,7.36,"en progreso",alta
19311,11,258,2,2024-08-02,2024-08-02,2024-08-02,2.24,completado,alta
19312,11,112,1,2024-04-11,2024-04-12,2024-04-12,4.32,completado,media
19313,10,74,3,2025-06-06,2025-06-07,2025-06-07,3.02,"en progreso",baja
19314,6,253,4,2025-01-25,2025-01-26,2025-01-26,5.77,"en progreso",media
19315,7,150,1,2025-06-17,2025-06-17,2025-06-20,2.54,retrasado,media
19316,6,191,3,2025-02-26,2025-02-27,2025-02-27,6.32,completado,media
19317,3,221,5,2025-09-09,2025-09-11,2025-09-11,7.03,completado,media
19318,6,467,5,2025-12-10,2025-12-11,2025-12-11,7.69,completado,alta
19319,11,139,3,2024-04-07,2024-04-08,2024-04-08,5.7,"en progreso",media
19320,2,317,1,2025-07-31,2025-08-02,2025-08-02,6.99,completado,media
19321,9,366,1,2025-11-19,2025-11-22,2025-11-22,8.53,completado,alta
19322,6,30,2,2025-08-06,2025-08-07,2025-08-07,2.57,completado,baja
19323,1,222,3,2025-06-28,2025-06-29,2025-06-29,2.6,completado,alta
19324,5,472,5,2024-04-02,2024-04-03,2024-04-03,3.55,completado,alta
19325,8,165,2,2024-08-22,2024-08-23,2024-08-23,5.09,completado,alta
19326,4,350,3,2025-06-27,2025-06-28,2025-06-28,5.21,completado,alta
19327,5,144,3,2024-05-15,2024-05-17,2024-05-20,6.29,retrasado,media
19328,2,213,5,2025-12-04,2025-12-05,2025-12-05,1.31,completado,media
19329,10,120,2,2025-12-01,2025-12-01,2025-12-02,2.05,retrasado,media
19330,6,235,5,2024-05-31,2024-05-31,2024-05-31,2.39,completado,baja
19331,1,391,3,2024-04-07,2024-04-08,2024-04-08,3.12,retrasado,baja
19332,9,434,3,2025-05-06,2025-05-07,2025-05-08,6.2,retrasado,alta
19333,9,224,1,2025-09-07,2025-09-07,2025-09-07,-0.3,"en progreso",media
19334,9,413,5,2025-06-09,2025-06-10,2025-06-10,4.67,completado,baja
19335,3,125,1,2025-09-20,2025-09-21,2025-09-21,5.2,completado,media
19336,7,229,3,2025-11-16,2025-11-16,2025-11-16,0.44,completado,baja
19337,4,56,4,2025-04-12,2025-04-13,2025-04-13,3.08,completado,baja
19338,8,59,2,2025-06-01,2025-06-01,2025-06-01,0.89,completado,baja
19339,7,364,3,2025-04-19,2025-04-20,2025-04-20,2.09,completado,media
19340,2,214,2,2024-08-06,2024-08-08,2024-08-08,6.64,completado,baja
19341,7,69,2,2024-09-20,2024-09-21,2024-09-21,4.91,"en progreso",alta
19342,3,233,6,2024-10-17,2024-10-19,2024-10-22,9.18,retrasado,alta
19343,7,389,4,2024-09-27,2024-09-28,2024-09-28,3.98,completado,baja
19344,2,327,1,2025-04-08,2025-04-09,2025-04-09,4.29,completado,baja
19345,11,174,1,2025-06-19,2025-06-21,2025-06-21,6.82,retrasado,alta
19346,10,221,5,2025-10-24,2025-10-25,2025-10-25,5.57,completado,alta
19347,5,200,2,2024-08-28,2024-08-30,2024-09-03,5.43,retrasado,baja
19348,8,49,4,2025-04-14,2025-04-14,2025-04-19,2.45,retrasado,alta
19349,3,1,5,2025-11-24,2025-11-26,2025-11-26,6.94,retrasado,alta
19350,9,103,6,2024-08-01,2024-08-03,2024-08-03,5.27,completado,baja
19351,11,463,2,2025-06-23,2025-06-24,2025-06-24,2.29,completado,media
19352,3,55,3,2024-12-07,2024-12-07,2024-12-07,3.07,completado,baja
19353,7,334,5,2025-04-19,2025-04-20,2025-04-20,5.12,completado,alta
19354,11,14,1,2024-03-08,2024-03-09,2024-03-09,4.11,completado,media
19355,10,124,4,2025-09-20,2025-09-21,2025-09-21,4.5,completado,baja
19356,10,129,3,2025-02-19,2025-02-20,2025-02-20,3.8,completado,alta
19357,9,216,2,2025-04-17,2025-04-18,2025-04-18,3.28,completado,media
19358,10,121,2,2024-09-05,2024-09-06,2024-09-06,4.15,completado,media
19359,2,304,5,2024-05-16,2024-05-17,2024-05-17,5.91,retrasado,alta
19360,3,423,2,2024-10-10,2024-10-11,2024-10-11,4.03,"en progreso",baja
19361,11,476,5,2024-10-04,2024-10-04,2024-10-04,3.28,completado,alta
19362,5,429,5,2025-04-18,2025-04-20,2025-04-20,6.75,"en progreso",baja
19363,11,9,3,2024-06-17,2024-06-18,2024-06-18,2.04,completado,alta
19364,5,247,3,2024-10-02,2024-10-03,2024-10-03,4.61,completado,baja
19365,11,217,5,2025-08-23,2025-08-23,2025-08-23,1.34,completado,alta
19366,3,159,3,2025-02-20,2025-02-20,2025-02-20,1.15,completado,media
19367,9,116,6,2024-08-13,2024-08-14,2024-08-14,7.19,"en progreso",baja
19368,3,174,2,2024-03-04,2024-03-05,2024-03-05,5.82,completado,baja
19369,9,250,5,2024-04-01,2024-04-02,2024-04-07,3.91,retrasado,media
19370,5,296,1,2024-08-04,2024-08-05,2024-08-05,4.94,completado,media
19371,9,308,5,2024-06-23,2024-06-23,2024-06-23,-0.32,completado,alta
19372,6,330,3,2025-05-17,2025-05-19,2025-05-19,6.55,completado,media
19373,10,89,6,2025-07-13,2025-07-13,2025-07-18,0.99,retrasado,alta
19374,4,393,1,2025-05-01,2025-05-02,2025-05-02,4.8,"en progreso",alta
19375,1,79,5,2024-02-10,2024-02-11,2024-02-11,4.63,completado,baja
19376,8,54,2,2025-06-04,2025-06-05,2025-06-05,3.53,completado,baja
19377,2,343,2,2024-07-21,2024-07-22,2024-07-22,3.89,completado,media
19378,4,425,4,2024-09-21,2024-09-22,2024-09-22,5.38,"en progreso",alta
19379,2,327,6,2025-07-24,2025-07-25,2025-07-25,3.69,completado,alta
19380,8,140,5,2024-09-28,2024-09-29,2024-10-03,6.11,retrasado,alta
19381,1,162,2,2025-06-02,2025-06-03,2025-06-03,5.4,completado,alta
19382,11,382,1,2025-09-20,2025-09-20,2025-09-20,-0.06,completado,baja
19383,9,204,6,2025-06-13,2025-06-15,2025-06-17,6.56,retrasado,baja
19384,7,424,3,2024-01-24,2024-01-24,2024-01-24,2.09,completado,media
19385,4,397,2,2024-11-12,2024-11-14,2024-11-14,4.91,completado,baja
19386,6,101,6,2025-06-15,2025-06-16,2025-06-16,6.75,completado,media
19387,5,339,4,2024-09-23,2024-09-23,2024-09-23,1.49,"en progreso",baja
19388,10,262,1,2024-11-28,2024-11-28,2024-11-28,0.63,completado,media
19389,7,445,4,2025-02-15,2025-02-16,2025-02-16,5.33,completado,baja
19390,8,118,4,2025-05-16,2025-05-19,2025-05-19,12.61,completado,alta
19391,10,274,2,2024-08-12,2024-08-14,2024-08-14,6.89,completado,media
19392,5,402,2,2024-02-10,2024-02-11,2024-02-11,4.04,completado,media
19393,6,353,6,2025-09-21,2025-09-21,2025-09-21,3.04,completado,baja
19394,10,230,4,2024-03-28,2024-03-28,2024-03-28,0,completado,alta
19395,5,310,3,2024-06-30,2024-06-30,2024-06-30,1.48,completado,alta
19396,4,262,5,2025-04-20,2025-04-22,2025-04-22,8.73,completado,media
19397,6,177,6,2024-01-21,2024-01-22,2024-01-22,4.54,completado,baja
19398,7,18,6,2024-09-06,2024-09-07,2024-09-07,4.93,completado,media
19399,5,51,6,2024-11-06,2024-11-07,2024-11-07,3.12,completado,alta
19400,5,23,1,2024-08-22,2024-08-22,2024-08-22,3.38,completado,baja
19401,11,290,2,2024-12-09,2024-12-10,2024-12-10,5.17,"en progreso",alta
19402,10,332,2,2024-06-25,2024-06-25,2024-06-25,1.21,"en progreso",baja
19403,6,281,5,2025-07-01,2025-07-01,2025-07-01,0.17,completado,alta
19404,9,361,3,2024-10-10,2024-10-12,2024-10-13,6.36,retrasado,baja
19405,7,301,4,2024-10-08,2024-10-08,2024-10-08,2.46,completado,media
19406,2,238,3,2024-04-09,2024-04-10,2024-04-10,5.57,completado,media
19407,2,284,4,2024-12-01,2024-12-03,2024-12-03,6.02,completado,alta
19408,2,129,6,2024-11-06,2024-11-06,2024-11-06,2.39,"en progreso",baja
19409,4,458,5,2024-11-21,2024-11-21,2024-11-21,3.08,completado,alta
19410,4,141,1,2025-11-16,2025-11-18,2025-11-18,7.32,completado,baja
19411,11,139,1,2025-05-24,2025-05-25,2025-05-25,5.58,completado,media
19412,9,97,3,2025-02-10,2025-02-10,2025-02-11,2.7,retrasado,baja
19413,1,445,3,2025-03-16,2025-03-16,2025-03-21,1,retrasado,alta
19414,3,370,5,2024-03-10,2024-03-10,2024-03-10,1.03,completado,alta
19415,6,222,5,2025-03-23,2025-03-24,2025-03-24,3.14,completado,alta
19416,10,248,6,2024-07-12,2024-07-12,2024-07-12,3.08,completado,baja
19417,4,387,4,2025-01-15,2025-01-16,2025-01-16,4.69,completado,baja
19418,5,211,6,2024-02-19,2024-02-19,2024-02-19,2.81,completado,media
19419,6,111,4,2025-10-13,2025-10-13,2025-10-13,-0.1,completado,media
19420,8,317,1,2025-09-25,2025-09-27,2025-09-27,7.6,completado,media
19421,2,81,3,2025-06-02,2025-06-03,2025-06-03,3.43,completado,baja
19422,10,459,3,2025-03-28,2025-03-28,2025-03-28,0.6,completado,alta
19423,10,72,5,2025-01-24,2025-01-25,2025-01-25,4.8,retrasado,media
19424,10,43,1,2024-05-02,2024-05-02,2024-05-02,2.43,completado,media
19425,3,194,6,2024-09-30,2024-10-01,2024-10-01,3.88,"en progreso",baja
19426,10,84,3,2025-07-03,2025-07-04,2025-07-04,4.43,completado,baja
19427,9,262,3,2025-10-02,2025-10-03,2025-10-03,4.08,completado,media
19428,5,308,2,2025-02-28,2025-02-28,2025-02-28,1.39,completado,media
19429,3,42,2,2024-04-02,2024-04-03,2024-04-03,5.27,completado,baja
19430,1,211,2,2025-09-29,2025-09-29,2025-09-29,1.05,completado,media
19431,4,397,1,2025-06-15,2025-06-17,2025-06-17,7.04,completado,baja
19432,11,23,3,2024-08-12,2024-08-13,2024-08-13,4.33,completado,baja
19433,10,286,6,2024-05-07,2024-05-07,2024-05-07,1.74,completado,baja
19434,5,150,5,2024-01-12,2024-01-14,2024-01-14,7.68,"en progreso",alta
19435,9,413,3,2025-11-17,2025-11-19,2025-11-19,7.38,completado,baja
19436,3,169,4,2025-11-13,2025-11-14,2025-11-14,4.22,completado,baja
19437,10,81,1,2025-04-25,2025-04-26,2025-04-26,5.16,"en progreso",baja
19438,2,411,6,2025-04-11,2025-04-13,2025-04-13,6.81,completado,media
19439,8,417,3,2024-12-16,2024-12-17,2024-12-17,2.25,completado,media
19440,3,111,2,2025-04-14,2025-04-15,2025-04-15,5.17,completado,alta
19441,5,427,3,2025-05-28,2025-05-29,2025-05-29,3.69,completado,baja
19442,1,356,6,2024-05-23,2024-05-25,2024-05-25,5.94,completado,baja
19443,10,311,3,2025-11-06,2025-11-07,2025-11-07,4.93,completado,alta
19444,2,350,5,2025-09-27,2025-09-28,2025-09-30,6.37,retrasado,baja
19445,6,311,2,2024-02-23,2024-02-24,2024-02-24,5.3,completado,media
19446,7,63,3,2025-03-28,2025-03-28,2025-03-28,2.51,completado,media
19447,10,126,3,2024-06-26,2024-06-27,2024-06-27,1.97,completado,media
19448,4,356,6,2024-04-16,2024-04-17,2024-04-21,2.96,retrasado,media
19449,4,380,1,2025-12-10,2025-12-11,2025-12-11,5.08,completado,baja
19450,10,257,1,2025-09-13,2025-09-13,2025-09-13,0.69,completado,baja
19451,11,218,2,2025-03-15,2025-03-16,2025-03-16,4.67,retrasado,baja
19452,2,361,3,2025-03-09,2025-03-10,2025-03-10,5.17,completado,baja
19453,2,200,3,2025-11-23,2025-11-23,2025-11-23,1.75,completado,baja
19454,10,214,4,2025-11-18,2025-11-18,2025-11-18,0.44,completado,alta
19455,5,249,6,2024-08-08,2024-08-09,2024-08-09,7.59,completado,baja
19456,11,120,6,2024-05-07,2024-05-08,2024-05-08,6.71,completado,alta
19457,5,218,2,2024-11-13,2024-11-14,2024-11-16,3.58,retrasado,alta
19458,9,234,2,2024-04-07,2024-04-08,2024-04-08,4.08,completado,media
19459,11,94,4,2024-02-24,2024-02-24,2024-02-24,0.97,completado,baja
19460,1,333,1,2024-03-22,2024-03-22,2024-03-22,0.88,completado,alta
19461,9,7,1,2025-08-19,2025-08-21,2025-08-21,9.59,completado,alta
19462,7,355,4,2024-01-01,2024-01-02,2024-01-02,5.89,completado,media
19463,9,350,1,2025-06-22,2025-06-23,2025-06-23,5.09,completado,alta
19464,7,99,6,2024-04-10,2024-04-10,2024-04-14,1.18,retrasado,baja
19465,3,271,1,2024-09-29,2024-09-30,2024-10-04,3.03,retrasado,baja
19466,10,166,5,2024-04-30,2024-05-01,2024-05-01,2.73,completado,media
19467,6,293,4,2024-03-04,2024-03-04,2024-03-04,0.06,completado,alta
19468,6,278,5,2024-06-11,2024-06-12,2024-06-12,3.93,completado,media
19469,3,307,4,2024-03-20,2024-03-21,2024-03-21,4.47,completado,alta
19470,5,429,3,2024-08-26,2024-08-27,2024-08-27,4.35,completado,media
19471,6,104,3,2024-01-29,2024-01-29,2024-01-29,3.54,completado,baja
19472,10,121,2,2024-07-20,2024-07-20,2024-07-20,4.53,completado,alta
19473,6,116,2,2025-01-05,2025-01-05,2025-01-05,0.31,completado,alta
19474,9,230,4,2025-05-08,2025-05-08,2025-05-08,1.08,"en progreso",alta
19475,6,23,2,2025-06-06,2025-06-07,2025-06-07,3.83,completado,media
19476,5,101,3,2025-10-27,2025-10-28,2025-10-28,3.65,completado,media
19477,5,43,1,2024-10-28,2024-10-28,2024-10-28,0.9,completado,alta
19478,10,275,3,2025-10-22,2025-10-23,2025-10-25,7.31,retrasado,media
19479,10,101,2,2024-02-21,2024-02-21,2024-02-21,2.02,completado,media
19480,1,309,6,2024-05-06,2024-05-07,2024-05-07,5.23,"en progreso",media
19481,6,6,3,2025-10-14,2025-10-14,2025-10-14,1.33,completado,media
19482,7,238,3,2024-11-23,2024-11-23,2024-11-23,1.31,completado,media
19483,8,442,5,2025-06-04,2025-06-04,2025-06-04,1.97,completado,alta
19484,5,451,2,2025-08-23,2025-08-24,2025-08-24,6.87,completado,baja
19485,9,315,4,2024-05-26,2024-05-28,2024-05-28,6.91,completado,media
19486,5,357,2,2025-08-10,2025-08-11,2025-08-11,4.48,"en progreso",baja
19487,1,87,5,2025-08-14,2025-08-15,2025-08-15,5.03,completado,alta
19488,7,215,2,2025-04-05,2025-04-06,2025-04-06,5.09,completado,media
19489,6,294,2,2024-10-23,2024-10-24,2024-10-24,4.76,completado,baja
19490,10,251,1,2024-01-10,2024-01-10,2024-01-10,1.05,completado,media
19491,3,306,1,2024-09-29,2024-09-30,2024-10-05,5.23,retrasado,media
19492,11,442,5,2025-08-27,2025-08-27,2025-08-27,0.91,completado,alta
19493,2,398,2,2025-02-07,2025-02-07,2025-02-07,1.97,completado,baja
19494,8,127,1,2024-12-11,2024-12-11,2024-12-11,-0.31,"en progreso",media
19495,3,260,2,2025-11-02,2025-11-03,2025-11-03,4.48,completado,alta
19496,3,146,6,2024-01-23,2024-01-23,2024-01-23,3.08,completado,baja
19497,3,426,4,2024-05-23,2024-05-24,2024-05-28,4.88,retrasado,baja
19498,9,222,5,2025-06-12,2025-06-14,2025-06-14,6.42,completado,baja
19499,11,5,1,2025-04-18,2025-04-19,2025-04-19,1.81,completado,alta
19500,1,248,2,2024-08-19,2024-08-21,2024-08-21,6.59,"en progreso",media
19501,11,425,2,2025-01-04,2025-01-05,2025-01-05,5.12,completado,baja
19502,3,315,5,2024-05-10,2024-05-12,2024-05-17,5.37,retrasado,media
19503,7,406,2,2024-07-18,2024-07-19,2024-07-19,3.93,completado,media
19504,3,30,2,2024-11-16,2024-11-16,2024-11-17,1.5,retrasado,baja
19505,10,270,1,2025-06-24,2025-06-25,2025-06-25,5.48,completado,alta
19506,11,415,5,2025-08-24,2025-08-25,2025-08-25,4.06,completado,alta
19507,9,276,2,2024-02-14,2024-02-15,2024-02-15,5.52,"en progreso",baja
19508,3,431,4,2024-08-21,2024-08-21,2024-08-21,0.92,completado,media
19509,11,81,5,2025-01-20,2025-01-21,2025-01-21,4.27,completado,alta
19510,5,43,4,2025-12-20,2025-12-21,2025-12-21,5.28,completado,media
19511,2,378,3,2025-02-15,2025-02-16,2025-02-16,3.79,completado,baja
19512,5,376,3,2025-05-16,2025-05-16,2025-05-16,3.49,completado,baja
19513,3,208,6,2024-09-22,2024-09-23,2024-09-23,5.95,completado,media
19514,1,130,2,2024-03-19,2024-03-21,2024-03-21,7.42,completado,alta
19515,4,254,4,2025-02-13,2025-02-14,2025-02-14,3.84,completado,media
19516,10,158,2,2024-01-14,2024-01-14,2024-01-14,2.08,completado,alta
19517,6,321,3,2025-07-30,2025-07-30,2025-07-30,1.92,completado,baja
19518,4,350,2,2025-03-22,2025-03-23,2025-03-23,6.08,completado,alta
19519,4,20,5,2025-04-12,2025-04-13,2025-04-13,5.63,retrasado,baja
19520,1,43,6,2025-02-05,2025-02-07,2025-02-07,6.4,completado,baja
19521,6,275,5,2024-04-06,2024-04-06,2024-04-06,1.94,completado,alta
19522,7,370,1,2025-06-04,2025-06-05,2025-06-05,4.7,completado,baja
19523,2,24,5,2025-04-14,2025-04-15,2025-04-15,2.31,completado,alta
19524,2,86,2,2025-01-10,2025-01-11,2025-01-11,4.19,completado,media
19525,3,65,2,2025-07-10,2025-07-11,2025-07-15,3.96,retrasado,baja
19526,5,420,5,2024-10-30,2024-11-01,2024-11-01,6.02,completado,alta
19527,3,415,3,2025-01-10,2025-01-11,2025-01-11,3.39,completado,baja
19528,5,341,4,2025-09-14,2025-09-15,2025-09-15,6.77,completado,baja
19529,2,345,4,2024-11-01,2024-11-02,2024-11-02,5.14,"en progreso",alta
19530,11,61,5,2024-04-17,2024-04-17,2024-04-17,0.39,completado,baja
19531,5,359,5,2024-03-16,2024-03-16,2024-03-16,3.32,completado,alta
19532,9,130,4,2025-03-11,2025-03-11,2025-03-15,1.9,retrasado,baja
19533,1,184,2,2025-02-24,2025-02-25,2025-02-25,3.24,completado,media
19534,4,175,2,2025-03-22,2025-03-23,2025-03-23,2.95,completado,alta
19535,3,212,6,2024-04-24,2024-04-24,2024-04-24,1.73,completado,baja
19536,8,131,2,2024-10-27,2024-10-27,2024-10-27,2.84,completado,baja
19537,7,371,4,2024-01-04,2024-01-06,2024-01-06,4.99,completado,media
19538,11,292,2,2024-05-14,2024-05-16,2024-05-16,8.56,completado,alta
19539,5,174,4,2024-10-12,2024-10-13,2024-10-13,3.35,"en progreso",alta
19540,7,46,3,2024-03-02,2024-03-02,2024-03-02,1,completado,media
19541,6,249,3,2024-01-30,2024-01-31,2024-01-31,5.14,completado,alta
19542,6,21,3,2024-06-27,2024-06-27,2024-06-27,1.99,completado,baja
19543,5,235,5,2025-07-24,2025-07-26,2025-07-27,6.68,retrasado,alta
19544,6,181,3,2024-08-20,2024-08-20,2024-08-20,1.07,completado,baja
19545,3,415,5,2025-05-09,2025-05-09,2025-05-09,0.38,completado,media
19546,3,71,1,2025-01-11,2025-01-11,2025-01-11,1.89,completado,alta
19547,8,180,3,2024-06-14,2024-06-14,2024-06-14,2.1,"en progreso",media
19548,10,1,6,2025-04-22,2025-04-23,2025-04-23,5.33,completado,media
19549,5,377,2,2025-10-02,2025-10-03,2025-10-03,3.06,completado,alta
19550,11,73,1,2025-09-08,2025-09-10,2025-09-10,8.5,completado,media
19551,11,239,4,2024-09-10,2024-09-10,2024-09-10,0.51,completado,media
19552,4,446,1,2025-11-01,2025-11-02,2025-11-02,6.09,completado,alta
19553,9,188,5,2025-02-15,2025-02-16,2025-02-16,3.23,completado,media
19554,2,224,5,2025-08-03,2025-08-04,2025-08-04,3.41,completado,media
19555,8,101,6,2024-08-17,2024-08-18,2024-08-22,4.79,retrasado,baja
19556,5,181,5,2024-05-15,2024-05-16,2024-05-16,5.46,completado,baja
19557,5,131,2,2024-11-13,2024-11-14,2024-11-19,5.22,retrasado,media
19558,5,65,3,2024-01-27,2024-01-28,2024-01-30,3.73,retrasado,baja
19559,3,331,2,2024-06-29,2024-06-30,2024-06-30,2.53,completado,alta
19560,6,8,3,2025-08-31,2025-09-01,2025-09-01,0.77,completado,alta
19561,6,479,1,2024-03-02,2024-03-02,2024-03-02,0.75,completado,alta
19562,11,304,4,2025-06-29,2025-06-30,2025-07-02,4.29,retrasado,alta
19563,6,37,5,2025-05-09,2025-05-09,2025-05-09,0.5,completado,alta
19564,3,472,4,2024-08-12,2024-08-13,2024-08-13,5.35,completado,media
19565,10,325,6,2024-10-13,2024-10-14,2024-10-14,2.58,"en progreso",baja
19566,2,209,2,2025-01-03,2025-01-04,2025-01-04,5.44,completado,alta
19567,1,438,1,2025-02-25,2025-02-26,2025-02-26,6.5,completado,media
19568,6,237,6,2024-06-13,2024-06-13,2024-06-13,1.88,completado,media
19569,10,242,5,2025-12-06,2025-12-07,2025-12-07,4.12,completado,baja
19570,5,32,4,2025-04-03,2025-04-05,2025-04-07,8.91,retrasado,alta
19571,5,7,2,2024-03-06,2024-03-07,2024-03-07,5.11,completado,media
19572,10,426,5,2025-11-26,2025-11-27,2025-11-27,4.38,completado,alta
19573,7,310,3,2024-05-04,2024-05-04,2024-05-04,2.9,completado,media
19574,10,169,3,2025-12-12,2025-12-14,2025-12-14,8.42,completado,alta
19575,10,105,2,2024-01-19,2024-01-19,2024-01-19,2.76,completado,media
19576,2,114,2,2025-06-29,2025-06-29,2025-06-29,2.5,completado,baja
19577,1,170,4,2024-06-18,2024-06-19,2024-06-19,5.25,"en progreso",alta
19578,5,454,2,2024-09-23,2024-09-24,2024-09-24,5.27,"en progreso",baja
19579,8,344,4,2024-09-13,2024-09-15,2024-09-15,6.3,completado,media
19580,7,313,3,2025-10-26,2025-10-26,2025-10-26,2.73,completado,baja
19581,8,50,4,2025-07-13,2025-07-14,2025-07-14,5.89,completado,media
19582,2,133,2,2024-12-04,2024-12-05,2024-12-05,2.12,completado,media
19583,9,126,5,2025-01-15,2025-01-15,2025-01-18,2.44,retrasado,alta
19584,1,86,2,2025-12-07,2025-12-08,2025-12-10,5.69,retrasado,alta
19585,3,65,5,2025-01-23,2025-01-23,2025-01-23,3.27,completado,baja
19586,5,157,2,2024-06-01,2024-06-02,2024-06-04,2.76,retrasado,media
19587,9,181,1,2025-07-15,2025-07-16,2025-07-16,4.07,completado,alta
19588,7,86,2,2024-03-13,2024-03-15,2024-03-15,4.91,completado,media
19589,1,302,4,2024-10-19,2024-10-20,2024-10-20,5.94,completado,baja
19590,5,79,3,2024-04-17,2024-04-19,2024-04-19,6,completado,alta
19591,5,399,6,2024-01-16,2024-01-17,2024-01-17,4.43,completado,alta
19592,8,74,2,2024-11-20,2024-11-22,2024-11-22,7.7,"en progreso",baja
19593,4,311,3,2024-04-18,2024-04-18,2024-04-18,0.16,completado,baja
19594,7,366,1,2025-07-29,2025-07-30,2025-07-30,5.9,completado,media
19595,11,257,1,2025-04-07,2025-04-09,2025-04-14,7.6,retrasado,media
19596,1,307,5,2025-01-09,2025-01-10,2025-01-10,6.88,completado,media
19597,1,473,2,2024-01-27,2024-01-27,2024-01-27,1.24,completado,alta
19598,7,325,3,2025-09-13,2025-09-13,2025-09-13,1.66,completado,media
19599,7,166,2,2025-04-04,2025-04-06,2025-04-06,7.6,completado,media
19600,11,26,2,2024-11-09,2024-11-11,2024-11-16,5.91,retrasado,media
19601,3,362,4,2024-02-05,2024-02-06,2024-02-06,2.17,retrasado,media
19602,2,356,1,2025-03-28,2025-03-29,2025-03-29,5.24,retrasado,baja
19603,9,426,6,2024-12-20,2024-12-20,2024-12-20,0.17,completado,media
19604,5,52,2,2025-02-21,2025-02-23,2025-02-23,7.28,completado,alta
19605,11,454,1,2024-04-28,2024-04-28,2024-04-28,1.58,completado,baja
19606,11,462,4,2025-01-30,2025-01-31,2025-01-31,2.88,completado,baja
19607,10,192,6,2024-07-18,2024-07-19,2024-07-19,4.61,completado,baja
19608,7,17,4,2024-04-05,2024-04-06,2024-04-06,5.7,completado,baja
19609,7,44,4,2024-12-20,2024-12-21,2024-12-21,5.26,completado,baja
19610,9,138,3,2025-10-19,2025-10-20,2025-10-20,2.96,"en progreso",media
19611,2,459,1,2024-04-18,2024-04-18,2024-04-18,0.93,completado,media
19612,1,267,5,2025-10-15,2025-10-17,2025-10-17,5.05,completado,media
19613,9,172,4,2024-03-01,2024-03-02,2024-03-02,6.07,completado,baja
19614,9,157,2,2024-01-31,2024-02-01,2024-02-01,4.76,completado,media
19615,9,191,6,2025-01-26,2025-01-27,2025-01-27,3.76,completado,alta
19616,6,133,1,2024-06-24,2024-06-25,2024-06-25,2.95,"en progreso",media
19617,3,203,6,2025-06-30,2025-07-02,2025-07-02,5.11,completado,alta
19618,3,71,3,2025-02-10,2025-02-11,2025-02-11,3.84,completado,baja
19619,11,409,3,2025-11-03,2025-11-03,2025-11-03,1.99,completado,alta
19620,7,456,5,2024-02-04,2024-02-04,2024-02-07,0.83,retrasado,baja
19621,8,444,5,2024-02-23,2024-02-23,2024-02-23,0.4,retrasado,baja
19622,8,289,1,2024-04-08,2024-04-09,2024-04-09,4.27,completado,media
19623,5,24,5,2024-09-10,2024-09-12,2024-09-12,6.91,completado,media
19624,4,6,4,2024-06-11,2024-06-12,2024-06-12,4.22,completado,alta
19625,2,230,3,2025-04-13,2025-04-14,2025-04-14,3.04,"en progreso",media
